,tokenids,sentences,targets
917,100477,"""`` She is , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
918,86269,"""`` I reckon she 'll find it hard to explain _ that _ to my satisfaction . Of course I knew you 'd take her part , Matthew . But I 'm bringing her up , not you . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
919,46936,"""`` Nonsense , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
920,43643,"""`` Gilbert Blythe ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
921,52738,"""`` I do n't think you are a fit little girl for Diana to associate with . You 'd better go home and behave yourself . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
922,61872,"""`` Bingen on the Rhine '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
923,35597,"""`` Oh , no , indeed , I wo n't , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
924,71327,"""`` Oh , no , it takes me to make such a mistake , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
925,80841,"""`` Like it ! Oh , Matthew ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
926,108192,"""`` I wonder if it _ is _ too damp for my dress , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
927,74197,"""`` I shall walk that ridgepole , Diana , or perish in the attempt . If I am killed you are to have my pearl bead ring . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
928,62004,"""`` Has n't it been a delightful time ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
929,24922,"""`` and I see you , just as you are looking now , whenever I try to imagine I 'm the Lady Cordelia . But it 's a million times nicer to be Anne of Green Gables than Anne of nowhere in particular , is n't it ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
930,36446,"""`` ohs '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
931,63575,"""`` Who are you ? '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
932,47004,"""`` I 'm not going back , Marilla . I 'll learn my lessons at home and I 'll be as good as I can be and hold my tongue all the time if it 's possible at all . But I will not go back to school , I assure you . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
933,15482,"""`` Shore road sounds nice , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
934,120971,"""`` Did you see the oculist ? What did he say ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
935,12834,"""`` It 's time you were dressed , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
936,71909,"""`` You need n't get in such a fever over it . Do learn to take things calmly , child . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
937,76740,"""`` Mrs. Lynde says it made _ her _ blood run cold to see the boys climbing to the very tops of those big trees on Bell 's hill after crows ' nests last Friday , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
938,101717,"""`` I 'm very glad you feel the same , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
939,28737,"""`` Yes -- apologize -- that 's the very word , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
940,59353,"""`` Well , anyway , when I am grown up , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
941,18688,"""`` How old are you and what 's your name ? '' "", ","9,Mrs. Blewett,3,Mrs. Peter,2,Mrs. Peter Blewett,1,Blewett,1,Peter,
"
942,3723,"""`` The little birds sang as if it were The one day of summer in all the year . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
943,53538,"""`` Yes . I 've got my patchwork scissors in my apron pocket fortunately , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
944,30598,"""`` Handsome is as handsome does , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
945,26511,"""`` Well , I do n't envy you your job bringing _ that _ up , Marilla , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
946,34332,"""`` This is my little girl Diana , '' "", ","47,Mrs. Barry,
"
947,70744,"""`` Anne Shirley ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
948,55863,"""`` Well now , no , I did n't , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
949,55294,"""`` It 's perfectly awful stuff , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
950,74554,"""`` No , Diana , I am not killed , but I think I am rendered unconscious . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
951,82303,"""`` Well now , it 'll do no harm to be thinking it over off and on , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
952,75108,"""`` And that is just why you should be sorry for me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
953,61541,"""`` Oh , Diana , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
954,48923,"""`` I can just imagine myself sitting down at the head of the table and pouring out the tea , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
955,107450,"""`` It 's so soft and frilly and clinging . The muslin is stiff , and makes you look too dressed up . But the organdy seems as if it grew on you . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
956,117100,"""`` You are not looking as well yourself as I 'd like to see you , Marilla . You look tired . I 'm afraid you 've been working too hard . You must take a rest , now that I 'm home . I 'm just going to take this one day off to visit all the dear old spots and hunt up my old dreams , and then it will be your turn to be lazy while I do the work . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
957,7732,"""`` Well now , you must mean the Avenue , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
958,53504,"""`` Have you got anything to cut it with ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
959,80811,"""`` Why -- why -- Anne , do n't you like it ? Well now -- well now . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
960,65067,"""`` Not much wonder ! Such silly doings ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
961,106561,"""`` Well now , I always said it , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
962,93638,"""`` I know I 'm not so freckled as I used to be , so I 've much to be thankful for , but I really had n't dared to hope there was any other improvement . I 'm so glad you think there is , Miss Barry . '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
963,57433,"""`` Minnie May has croup all right ; she 's pretty bad , but I 've seen them worse . First we must have lots of hot water . I declare , Diana , there is n't more than a cupful in the kettle ! There , I 've filled it up , and , Mary Joe , you may put some wood in the stove . I do n't want to hurt your feelings but it seems to me you might have thought of this before if you 'd any imagination . Now , I 'll undress Minnie May and put her to bed and you try to find some soft flannel cloths , Diana . I 'm going to give her a dose of ipecac first of all . '' "", ","14,Minnie May,
"
964,91352,"""`` Oh , Anne , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
965,16945,"""`` O-o-o-h , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
966,99556,"""`` Are you going to be back next year , Miss Stacy ? '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
967,35399,"""`` Well , all I hope is you wo n't talk Diana to death , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
968,77787,"""`` All I hope is that you 'll behave yourself . I 'll be heartily glad when all this fuss is over and you 'll be able to settle down . You are simply good for nothing just now with your head stuffed full of dialogues and groans and tableaus . As for your tongue , it 's a marvel it 's not clean worn out . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
969,105725,"""`` I 'm just going to wait until somebody comes and tells me suddenly whether I 've passed or not . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
970,100371,"""`` Well , seeing you 're so pressing , perhaps I might as well , stay '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
971,65652,"""`` Oh , I 'm so sorry , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
972,41139,"""`` I 've just found my brooch hanging to my black lace shawl . Now I want to know what that rigmarole you told me this morning meant . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
973,119147,"""`` Oh , just let me cry , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
974,62295,"""`` It was Aunt Josephine , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
975,79846,"""`` Well now , I 'm much obliged , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
976,39566,"""`` Oh , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
977,12907,"""`` It 's a big tree , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
978,119976,"""`` She will be lonelier still , I fear , when you go away again to college , '' "", ","62,Mrs. Allan,
"
979,86974,"""`` Well , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
980,34871,"""`` We must join hands -- so , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
981,50109,"""`` The nicest I ever drank , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
982,51769,"""`` I never tasted it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
983,70408,"""`` Only mind you leave enough room for the dishes and the food . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
984,64106,"""`` I 'm afraid my imagination is a little rusty -- it 's so long since I used it , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
985,108211,"""`` Not a bit of it , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
986,104194,"""`` I 'll be haunting the post office Wednesday , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
987,102644,"""`` It wo n't be the same thing as having her here all the time , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
988,30609,"""`` I 've had that said to me before , but I have my doubts about it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
989,38110,"""`` did you see anything of my amethyst brooch ? I thought I stuck it in my pincushion when I came home from church yesterday evening , but I ca n't find it anywhere . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
990,90867,"""`` Anne , '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
991,43720,"""`` Oh , do n't speak about freckles to me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
992,86253,"""`` She 's not here when I told her to stay , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
993,53257,"""`` and I 'll never have another bosom friend -- I do n't want to have . I could n't love anybody as I love you . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
994,64452,"""`` Remember , you Anne-girl , when you come to town you 're to visit me and I 'll put you in my very sparest spare-room bed to sleep . '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
995,106384,"""`` I want to say a hundred things , and I ca n't find words to say them in . I never dreamed of this -- yes , I did too , just once ! I let myself think _ once _ , ` What if I should come out first ? ' quakingly , you know , for it seemed so vain and presumptuous to think I could lead the Island . Excuse me a minute , Diana . I must run right out to the field to tell Matthew . Then we 'll go up the road and tell the good news to the others . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
996,88902,"""`` Yes , and I think it is real pretty , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
997,34948,"""`` oath '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
998,16692,"""`` Did you ever go to school ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
999,107862,"""`` But you have such dimples , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1000,69382,"""`` You can make a layer cake , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1001,122634,"""`` I feel as if you 'd given me new life . I guess I ought to stick out and make you go to college -- but I know I ca n't , so I ai n't going to try . I 'll make it up to you though , Anne . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1002,92439,"""`` I ca n't think what it can be , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1003,72554,"""`` etiquette , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1004,19582,"""`` but it 's that or keeping her ourselves , Matthew . And since you seem to want her , I suppose I 'm willing -- or have to be . I 've been thinking over the idea until I 've got kind of used to it . It seems a sort of duty . I 've never brought up a child , especially a girl , and I dare say I 'll make a terrible mess of it . But I 'll do my best . So far as I 'm concerned , Matthew , she may stay . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1005,17858,"""`` Marilla Cuthbert , you do n't say so ! '' "", ","34,Mrs. Spencer,4,Mrs. Alexander Spencer,2,Spencer,
"
1006,86743,"""`` Yes , it 's green , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1007,35686,"""`` she is n't stingy . I 'm glad , for of all faults I detest stinginess in a child . Dear me , it 's only three weeks since she came , and it seems as if she 'd been here always . I ca n't imagine the place without her . Now , do n't be looking I told-you-so , Matthew . That 's bad enough in a woman , but it is n't to be endured in a man . I 'm perfectly willing to own up that I 'm glad I consented to keep the child and that I 'm getting fond of her , but do n't you rub it in , Matthew Cuthbert . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1008,18597,"""`` It seems there 's been a mistake about this little girl , Mrs. Blewett , '' "", ","9,Mrs. Blewett,3,Mrs. Peter,2,Mrs. Peter Blewett,1,Blewett,1,Peter,
"
1009,18379,"""`` That is real lucky , for we can settle the matter right away . Take the armchair , Miss Cuthbert . Anne , you sit here on the ottoman and do n't wiggle . Let me take your hats . Flora Jane , go out and put the kettle on . Good afternoon , Mrs. Blewett . We were just saying how fortunate it was you happened along . Let me introduce you two ladies . Mrs. Blewett , Miss Cuthbert . Please excuse me for just a moment . I forgot to tell Flora Jane to take the buns out of the oven . '' "", ","34,Mrs. Spencer,4,Mrs. Alexander Spencer,2,Spencer,
"
1010,27137,"""`` Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1011,102736,"""`` You do n't chatter half as much as you used to , Anne , nor use half as many big words . What has come over you ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1012,40491,"""`` I do n't want any dinner , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1013,52788,"""`` Diana has gone over to Carmody with her father , '' "", ","47,Mrs. Barry,
"
1014,62120,"""`` Diana , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1015,12245,"""`` Well now , it 's just as you say , of course , Marilla , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1016,30403,"""`` I hope you wo n't have occasion to make many more such apologies . I hope you 'll try to control your temper now , Anne . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1017,24908,"""`` You 're only Anne of Green Gables , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1018,38206,"""`` Y-e-e-s , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1019,2001,"""`` I was kind of afraid _ you _ were n't , though , when I saw Matthew starting off today . I thought maybe he was going to the doctor 's . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1020,121800,"""`` You must n't sell Green Gables , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1021,17913,"""`` She certainly did , Miss Cuthbert , '' "", ","4,Flora Jane,
"
1022,86625,"""`` Look at my hair , Marilla , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1023,93561,"""`` So you 've come to see me at last , you Anne-girl , '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
1024,105547,"""`` would beat the whole Island . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1025,23456,"""`` do you think that I shall ever have a bosom friend in Avonlea ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1026,119830,"""`` I was down to the graveyard to plant a rosebush on Matthew 's grave this afternoon , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1027,57120,"""`` Do n't cry , Di , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1028,91030,"""`` carrots '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
1029,106592,"""`` You 've done pretty well , I must say , Anne , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1030,11814,"""`` Well , this is a pretty kettle of fish , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1031,58801,"""`` Anne Shirley -- are you crazy ? Come back this instant and put something on you . I might as well call to the wind . She 's gone without a cap or wrap . Look at her tearing through the orchard with her hair streaming . It 'll be a mercy if she does n't catch her death of cold . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1032,51879,"""`` I should think she would better punish Diana for being so greedy as to drink three glassfuls of anything , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1033,34809,"""`` I never heard of but one kind , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1034,100259,"""`` and I did n't feel like leaving him . Oh , yes , he 's all right again now , but he takes them spells oftener than he used to and I 'm anxious about him . The doctor says he must be careful to avoid excitement . That 's easy enough , for Matthew does n't go about looking for excitement by any means and never did , but he 's not to do any very heavy work either and you might as well tell Matthew not to breathe as not to work . Come and lay off your things , Rachel . You 'll stay to tea ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1035,122505,"""`` I do n't feel as if I ought to let you give it up , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1036,68860,"""`` I believe you '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1037,26264,"""`` Anne ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1038,116976,"""`` Marilla , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1039,63505,"""`` Come in '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
1040,58584,"""`` Mrs. Barry was here this afternoon , Anne . She wanted to see you , but I would n't wake you up . She says you saved Minnie May 's life , and she is very sorry she acted as she did in that affair of the currant wine . She says she knows now you did n't mean to set Diana drunk , and she hopes you 'll forgive her and be good friends with Diana again . You 're to go over this evening if you like for Diana ca n't stir outside the door on account of a bad cold she caught last night . Now , Anne Shirley , for pity 's sake do n't fly up into the air . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1041,88845,"""`` Oh , do you really think so ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1042,11110,"""`` Best put her to bed , Marilla . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1043,120599,"""`` What a nice-looking fellow he is , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1044,115535,"""`` What are you going to wear for commencement , Jane ? '' "", ","45,Ruby Gillis,23,Ruby,1,Gillis,
"
1045,9664,"""`` There was only _ her _ . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1046,42391,"""`` Of course there are no violets there now , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1047,40163,"""`` Not go to the picnic ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1048,86150,"""`` Well now , I du n no , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1049,11088,"""`` I guess she 's tired , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1050,4205,"""`` Guess there 's some mistake , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1051,50954,"""`` I 'm -- I 'm awful sick , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1052,63190,"""`` Yes , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1053,19090,"""`` I suppose it 'll have to , '' "", ","9,Mrs. Blewett,3,Mrs. Peter,2,Mrs. Peter Blewett,1,Blewett,1,Peter,
"
1054,64166,"""`` I am very sorry I ca n't , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1055,39481,"""`` But the picnic is tomorrow , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1056,24582,"""`` I did feel a little that way , too , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1057,10315,"""`` only I like Cordelia better . I 've always imagined that my name was Cordelia -- at least , I always have of late years . When I was young I used to imagine it was Geraldine , but I like Cordelia better now . But if you call me Anne please call me Anne spelled with an E. '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1058,88592,"""`` Nor I , '' "", ","45,Ruby Gillis,23,Ruby,1,Gillis,
"
1059,56740,"""`` Well now , I du n no but what I would , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1060,33730,"""`` I do n't want to send you back to the asylum , I 'm sure . All I want is that you should behave like other little girls and not make yourself ridiculous . Do n't cry any more . I 've got some news for you . Diana Barry came home this afternoon . I 'm going up to see if I can borrow a skirt pattern from Mrs. Barry , and if you like you can come with me and get acquainted with Diana . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1061,66216,"""`` I ca n't go through the Haunted Wood , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1062,52115,"""`` My courage fails me at the thought of facing Diana 's injured mother , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1063,54033,"""`` There wo n't be much fun in it , I expect . Mr. Phillips said Minnie Andrews was a model pupil and there is n't a spark of imagination or life in her . She is just dull and poky and never seems to have a good time . But I feel so depressed that perhaps it will come easy to me now . I 'm going round by the road . I could n't bear to go by the Birch Path all alone . I should weep bitter tears if I did . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1064,35532,"""`` Humph , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1065,13254,"""`` Breakfast is waiting . Wash your face and comb your hair . Leave the window up and turn your bedclothes back over the foot of the bed . Be as smart as you can . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1066,63078,"""`` You must learn to think a little , Anne , that 's what . The proverb you need to go by is ` Look before you leap ' -- especially into spare-room beds . '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1067,29428,"""`` Oh , Mrs. Lynde , I am so extremely sorry , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1068,115065,"""`` It does n't seem possible that the term is nearly over , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1069,60355,"""`` There 's just one more thing , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1070,104175,"""`` I 'll write Tuesday night and tell you how the first day goes , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1071,10013,"""`` _ You _ would cry , too , if you were an orphan and had come to a place you thought was going to be home and found that they did n't want you because you were n't a boy . Oh , this is the most _ tragical _ thing that ever happened to me ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1072,72282,"""`` Oh , Marilla , there is something in me today that makes me just love everybody I see , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1073,43690,"""`` but I 'm sure he does n't like Julia Bell so very much . I 've heard him say he studied the multiplication table by her freckles . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
